pathogen_nm	pathogenType_nm	subtype	latin name	alt_latin_names	alt_common_names	ph_common_names	crops	taxonomy	notes	urls	biological_cure
Alternaria triticina	Fungus		Alternaria triticina	/wiki/Alternaria_triticina							
Alternaria tropaeoli	Fungus		Alternaria tropaeoli								
Alternaria tropaeolicola	Fungus		Alternaria tropaeolicola								
Alternaria tropica	Fungus		Alternaria tropica								
Alternaria tuberculata	Fungus		Alternaria tuberculata								
Alternaria tumida	Fungus		Alternaria tumida								
Alternaria turkisafria	Fungus		Alternaria turkisafria								
Alternaria typhonii	Fungus		Alternaria typhonii								
Alternaria ulmi	Fungus		Alternaria ulmi								
Alternaria umbellifericola	Fungus		Alternaria umbellifericola								
Alternaria undulata	Fungus		Alternaria undulata								
Alternaria uredinis	Fungus		Alternaria uredinis								
Alternaria vaccariae	Fungus		Alternaria vaccariae								
Alternaria vaccariicola	Fungus		Alternaria vaccariicola								
Alternaria vaccinii	Fungus		Alternaria vaccinii								
Alternaria vanuatuensis	Fungus		Alternaria vanuatuensis								
Alternaria varians	Fungus		Alternaria varians								
Alternaria venezuelensis	Fungus		Alternaria venezuelensis								
Alternaria ventricosa	Fungus		Alternaria ventricosa								
Alternaria viburni	Fungus		Alternaria viburni								
Alternaria viciae-fabae	Fungus		Alternaria viciae-fabae								
Alternaria viniferae	Fungus		Alternaria viniferae								
Alternaria violae	Fungus		Alternaria violae								
Alternaria vitis	Fungus		Alternaria vitis								
Alternaria vulgaris	Fungus		Alternaria vulgaris								
Alternaria xiaochaidanensis	Fungus		Alternaria xiaochaidanensis								
Alternaria yali-inficiens	Fungus		Alternaria yali-inficiens								
Alternaria yerbae	Fungus		Alternaria yerbae								
Alternaria yunnanensis	Fungus		Alternaria yunnanensis								
Alternaria zantedeschiae	Fungus		Alternaria zantedeschiae								
Alternaria zhengzhouensis	Fungus		Alternaria zhengzhouensis								
Alternaria zinniae	Fungus		Alternaria zinniae	/wiki/Alternaria_zinniae							
