id	pathogen_nm	url	image	taxonomy	binomial_nm	synonyms	status
383	Rice Black bug	https://en.wikipedia.org/wiki/Scotinophara	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Hemiptera,Family:Pentatomidae,Subfamily:Podopinae,Genus:ScotinopharaStål, 1867			 020: Synonym (taxonomy) row not found>
384	Rice blast	https://en.wikipedia.org/wiki/Magnaporthe_grisea	https://upload.wikimedia.org/wikipedia/commons/7/74/J_Sendra_with_Magnaporthe_grisea.jpeg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Magnaporthales,Family:Magnaporthaceae,Genus:Magnaporthe	Magnaporthe grisea	Ceratosphaeria grisea,Dactylaria grisea,Dactylaria oryzae,Magnaporthe oryzae,Phragmoporthe grisea,Pyricularia grisea,Pyricularia grisea,Pyricularia oryzae,Trichothecium griseum,Trichothecium griseum	
385	Rice blight	https://en.wikipedia.org/wiki/Magnaporthe_grisea	https://upload.wikimedia.org/wikipedia/commons/7/74/J_Sendra_with_Magnaporthe_grisea.jpeg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Magnaporthales,Family:Magnaporthaceae,Genus:Magnaporthe	Magnaporthe grisea	Ceratosphaeria grisea,Dactylaria grisea,Dactylaria oryzae,Magnaporthe oryzae,Phragmoporthe grisea,Pyricularia grisea,Pyricularia grisea,Pyricularia oryzae,Trichothecium griseum,Trichothecium griseum	
386	Rice brown leaf spot						 caught ex: IndexError: list index out of range page not found 010: table not supplied
387	Rice bug	https://en.wikipedia.org/wiki/Scotinophara	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Hemiptera,Family:Pentatomidae,Subfamily:Podopinae,Genus:ScotinopharaStål, 1867			 020: Synonym (taxonomy) row not found>
388	Rice Dark-headed striped stemborer	https://en.wikipedia.org/wiki/Chilo_polychrysus	https://upload.wikimedia.org/wikipedia/commons/a/ab/Chilo_polychrysus_female.jpg	:Male,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Chilo	Chilo polychrysus	Diatraea polychrysus,Chilo polycgrysus	
389	Rice ear-cutting caterpillar	https://en.wikipedia.org/wiki/Mythimna_separata	https://upload.wikimedia.org/wikipedia/commons/c/cc/Mythimna_separata.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Mythimna	Mythimna separata	Leucania separata,Mythimna (Pseudaletia),Leucania consimilis,Aletia unipuncta	
390	Rice flatsedge	https://en.wikipedia.org/wiki/Cyperus_iria	https://upload.wikimedia.org/wikipedia/commons/9/9b/Cyperus_diffusus1.jpg	:Kingdom:,Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Cyperaceae,Genus:Cyperus	Cyperus iria		 020: Synonym (taxonomy) row not found>
391	Rice grain moth	https://en.wikipedia.org/wiki/Angoumois_grain_moth	https://upload.wikimedia.org/wikipedia/commons/d/d8/CSIRO_ScienceImage_10820_Sitotroga_cerealella_Angoumois_grain_moth.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Gelechiidae,Genus:Sitotroga	Sitotroga cerealella		
392	Rice leaffolder	https://en.wikipedia.org/wiki/Cnaphalocrocis_medinalis	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Cnaphalocrocis	Cnaphalocrocis medinalis	Salbia medinalis,Botys nurscialis	
393	Rice Stem borer						 page not found 010: table not supplied
394	Rice Striped stemborer	https://en.wikipedia.org/wiki/Chilo_suppressalis	https://upload.wikimedia.org/wikipedia/commons/b/b5/Chilo_suppressalis_%2840968316905%29.jpg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Chilo	Chilo suppressalis	Crambus suppressalis,Jartheza simplex,Chilo simplex,Chilo oryzae	
395	Rice swarming caterpillar	https://en.wikipedia.org/wiki/Spodoptera_mauritia	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Spodoptera	Spodoptera mauritia	Hadena mauritia,Agrotis aliena,Laphygma gratiosa,Orthosia margarita,Agrotis yernauxi,Spodoptera acronyctoides,Spodoptera acronyctiformis,Spodoptera filum,Spodoptera nubes,Euxoa ogasawarensis,Prodenia infecta,Prodenia insignata,Prodenia permunda,Agrotis transducta,Agrotis bisignata,Laphygma squalida,Agrotis submarginalis,Hadena obliqua,Prodenia venustula,Hermonassa formosana	
396	Rice weevil	https://en.wikipedia.org/wiki/Rice_weevil	https://upload.wikimedia.org/wikipedia/commons/2/2e/Maize_Weevil_-_Sitophilus_zeamais.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Curculionidae,Subfamily:Dryophthorinae,Genus:Sitophilus	Sitophilus oryzae	Calandra funebris,Calandra minor,Calandra sasakii,Curculio bituberculatus,Curculio frugilegus,Curculio oryza	
397	Rice whorl maggot	https://en.wikipedia.org/wiki/Hydrellia_philippina	https://upload.wikimedia.org/wikipedia/commons/d/da/Notiphila_watanabei_male01.JPG	Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Diptera,Family:Ephydridae,Subfamily:Hydrelliinae,Genus:Hydrellia	Hydrellia philippina		 020: Synonym (taxonomy) row not found>
398	Rice Yellow stemborer	https://en.wikipedia.org/wiki/Scirpophaga_incertulas	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Subfamily:Schoenobiinae,Genus:Scirpophaga	Scirpophaga incertulas	Chilo incertulas,Chilo incertellus,Catagela admotella,Schoenobius punctellus,Schoenobius minutellus,Tipanaea bipunctifera,Chilo gratiosellus,Schoenobius bipunctifer	
399	Rind borer	https://en.wikipedia.org/wiki/Prays_endocarpa	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Praydidae,Genus:Prays	Prays endocarpa		 020: Synonym (taxonomy) row not found>
400	Rindworm complex	https://en.wikipedia.org/wiki/Beet_armyworm	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Spodoptera	Spodoptera exigua	Noctua exigua,Caradrina venosa,Laphygma exigua	
401	Ringspot	https://en.wikipedia.org/wiki/Mycosphaerella_brassicicola	https://upload.wikimedia.org/wikipedia/commons/e/e8/Mycosphaerella_brassicicola_02.JPG	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Capnodiales,Family:Mycosphaerellaceae,Genus:Mycosphaerella	Mycosphaerella brassicicola	Asteroma brassicae,Asteromella brassicae,Depazea brassicicola,Dothidea brassicae,Phyllosticta brassicicola,Sphaerella brassicicola,Sphaeria brassicae,Sphaeria brassicicola	
402	Rodents						 page not found 010: table not supplied
403	Root canker	https://en.wikipedia.org/wiki/Rhizoctonia_solani	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Cantharellales,Family:Ceratobasidiaceae,Genus:Rhizoctonia	Rhizoctonia solani	Moniliopsis solani	
404	Root dieback	https://en.wikipedia.org/wiki/Pythium	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:PythiumPringsheim, 1858			 020: Synonym (taxonomy) row not found>
405	Root disease						 page not found 010: table not supplied
406	Root fly						 page not found 010: table not supplied
407	Root knot	https://en.wikipedia.org/wiki/Northern_root-knot_nematode	https://upload.wikimedia.org/wikipedia/commons/8/85/Meloidogyne_hapla_carrot_forking.jpg	Kingdom:Animalia,Phylum:Nematoda,Class:Secernentea,Order:Tylenchida,Family:Heteroderidae,Genus:Meloidogyne	Meloidogyne hapla		 020: Synonym (taxonomy) row not found>
408	Root rot	https://en.wikipedia.org/wiki/List_of_wheat_diseases	https://upload.wikimedia.org/wikipedia/commons/2/22/USDA_wheat.jpg				 010: table not supplied
409	Root-knot nematode	https://en.wikipedia.org/wiki/Root-knot_nematode	https://upload.wikimedia.org/wikipedia/commons/e/e6/A_juvenile_root-knot_nematode_%28Meloidogyne_incognita%29_penetrates_a_tomato_root_-_USDA-ARS.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Nematoda,Class:Secernentea,Order:Tylenchida,Family:Heteroderidae,Genus:MeloidogyneGöldi, 1892			 020: Synonym (taxonomy) row not found>
410	Rubbery brown rot	https://en.wikipedia.org/wiki/Phytophthora	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthorade Bary 1876[1]			 020: Synonym (taxonomy) row not found>
411	Rubbery slate rot	https://en.wikipedia.org/wiki/Pythium_debaryanum	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:Pythium	Pythium debaryanum	Eupythium debaryanum	
412	Rusetting						 page not found 010: table not supplied
413	Rust	https://en.wikipedia.org/wiki/List_of_carrot_diseases	https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg				 010: table not supplied
414	Rust-red grain beetle						 page not found 010: table not supplied
415	Rusty root	https://en.wikipedia.org/wiki/List_of_carrot_diseases	https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg				 010: table not supplied
416	Saramolla grass						 page not found 010: table not supplied
417	Saromacca grass						 page not found 010: table not supplied
418	Saw toothed grain beetle						 page not found 010: table not supplied
419	Scab: Bacterial	https://en.wikipedia.org/wiki/Streptomyces_scabiei	https://upload.wikimedia.org/wikipedia/commons/f/f4/Cellobiose_skeletal.svg	Phylum:Actinomycetota,Class:Actinomycetia,Order:Streptomycetales,Family:Streptomycetaceae,Genus:Streptomyces	Streptomyces scabiei	Oospora scabies,Actinomyces scabies,Streptomyces scabiei	
420	Scab: Fungal						 page not found 010: table not supplied
421	Scale insects						 page not found 010: table not supplied
422	Scarab beetle white grubs	https://en.wikipedia.org/wiki/Phyllophaga	https://upload.wikimedia.org/wikipedia/commons/1/1d/North_American_Junebug.jpg	:Common Phyllophaga found in Michigan,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Scarabaeiformia,Family:Scarabaeidae,Subfamily:Melolonthinae,Genus:PhyllophagaHarris, 1827			 020: Synonym (taxonomy) row not found>
423	Scarring beetle						 page not found 010: table not supplied
424	Sclerotinia rot	https://en.wikipedia.org/wiki/Sclerotinia	https://upload.wikimedia.org/wikipedia/commons/a/a3/Sclerotinia_sulcata_352526.jpg	Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:SclerotiniaFuckel (1870)			 020: Synonym (taxonomy) row not found>
425	Sedges						 page not found 010: table not supplied
426	Seed borer						 page not found 010: table not supplied
427	Seed corn maggot						 page not found 010: table not supplied
428	Seed mold	https://en.wikipedia.org/wiki/List_of_carrot_diseases	https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg				 010: table not supplied
429	Seedling blight	https://en.wikipedia.org/wiki/List_of_durian_diseases_and_pests	https://upload.wikimedia.org/wikipedia/commons/c/c5/07302jfBlack_ants_eating_Durians_in_the_Philippinesfvf_20.jpg				 010: table not supplied
430	Semi-Looper						 page not found 010: table not supplied
431	Semi-Slugs 						 caught ex: IndexError: list index out of range page not found 010: table not supplied
432	Sensitive plant	https://en.wikipedia.org/wiki/Mimosa_pudica	https://upload.wikimedia.org/wikipedia/commons/e/e1/JfAngat0192Mimosapudicafvf_17.JPG	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Rosids,Order:Fabales,Family:Fabaceae,Subfamily:Caesalpinioideae,Clade:Mimosoid clade,Genus:Mimosa	Mimosa pudica		 020: Synonym (taxonomy) row not found>
433	Septoria	https://en.wikipedia.org/wiki/Septoria	https://upload.wikimedia.org/wikipedia/commons/8/83/Knolselderij_bladvlekkenziekte_op_%27Dolvi%27_%28Apium_graveolens_var._rapaceum_with_Septoria_apiicola%29.jpg	:S. apiicola on celery,Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Capnodiales,Family:Mycosphaerellaceae,Genus:SeptoriaSacc. (1884)			 020: Synonym (taxonomy) row not found>
434	Septoria fruit spot						 page not found 010: table not supplied
435	Septoria leaf spot	https://en.wikipedia.org/wiki/Septoria_lycopersici	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Capnodiales,Family:Mycosphaerellaceae,Genus:Septoria	Septoria lycopersici		 020: Synonym (taxonomy) row not found>
436	Sheath blight	https://en.wikipedia.org/wiki/Rhizoctonia_solani	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Cantharellales,Family:Ceratobasidiaceae,Genus:Rhizoctonia	Rhizoctonia solani	Moniliopsis solani	
437	Sheath rot						 page not found 010: table not supplied
438	Shoot borer						 page not found 010: table not supplied
439	Shot hole disease	https://en.wikipedia.org/wiki/Shot_hole_disease	https://upload.wikimedia.org/wikipedia/commons/d/d6/Peach_shot_hole_disease.jpg				 010: table not supplied
440	Sigatoka	https://en.wikipedia.org/wiki/Sigatoka	https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Fiji.svg				 010: table not supplied
441	Silk beetle						 page not found 010: table not supplied
442	Silkworm						 page not found 010: table not supplied
443	Slugs						 page not found 010: table not supplied
444	Smoky fruit disease						 page not found 010: table not supplied
445	Smooth beggarticks	https://en.wikipedia.org/wiki/Bidens_laevis	https://upload.wikimedia.org/wikipedia/commons/9/9c/Bidenslaevis.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Asterids,Order:Asterales,Family:Asteraceae,Genus:Bidens	Bidens laevis	Bidens chrysanthemoides,Bidens elegans,Bidens expansa,Bidens formosa,Bidens helianthoides,Bidens lugens,Bidens nashii,Bidens nashii,Bidens parryi,Bidens persicifolia,Bidens quadriaristata,Bidens speciosa,Coreopsis flammula,Coreopsis perfoliata,Coreopsis radiata,Helianthus laevis,Heliopsis laevis,Kerneria helianthoides	
446	Snails						 page not found 010: table not supplied
447	Soil insects						 page not found 010: table not supplied
448	Soil pests						 page not found 010: table not supplied
449	Sooty mold	https://en.wikipedia.org/wiki/Sooty_mold	https://upload.wikimedia.org/wikipedia/commons/3/38/Scale_and_sooty_mold_on_a_Eucalyptus_tree.jpg				 010: table not supplied
450	Sooty rot	https://en.wikipedia.org/wiki/Aspergillus_niger	https://upload.wikimedia.org/wikipedia/commons/3/32/A_niger_melanoliber.png	:Details of the head by scanning electron microscopy,Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Eurotiomycetes,Order:Eurotiales,Family:Aspergillaceae,Genus:Aspergillus	Aspergillus niger	Aspergillus niger,Aspergillopsis nigra,Rhopalocystis nigra,Sterigmatocystis nigra	
451	Sour paspalum grass						 page not found 010: table not supplied
452	Sour rot	https://en.wikipedia.org/wiki/Geotrichum_candidum	https://upload.wikimedia.org/wikipedia/commons/7/7d/Geotrichium_candidum.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Saccharomycetes,Order:Saccharomycetales,Family:Dipodascaceae,Genus:Geotrichum	Geotrichum candidum	Galactomyces candidus,	
453	Souring beetle						 page not found 010: table not supplied
454	Southern blight	https://en.wikipedia.org/wiki/Agroathelia_rolfsii	https://upload.wikimedia.org/wikipedia/commons/3/32/Athelia_rolfsii.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Amylocorticiales,Genus:Agroathelia	Agroathelia rolfsii	Athelia rolfsii,Corticium rolfsii,Pellicularia rolfsii,Botryobasidium rolfsii,Sclerotium rolfsii	
455	Spear rot						 page not found 010: table not supplied
456	Spider mites						 page not found 010: table not supplied
457	Spindletop	https://en.wikipedia.org/wiki/Spindletop	https://upload.wikimedia.org/wikipedia/commons/6/62/A_replica_of_the_Lucas_Spindletop_Gusher.jpg				 010: table not supplied
458	Spiral Nematodes						 page not found 010: table not supplied
459	Spotted Stem Borer	https://en.wikipedia.org/wiki/Chilo_partellus	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Chilo	Chilo partellus	Crambus partellus,Chilo partellus,Chilo lutulentalis,Chilo partellus,Chilo partellus,Chilo kaanpurense,Crambus zonellus	
460	Squash beetle						 page not found 010: table not supplied
461	Squash blight	https://en.wikipedia.org/wiki/Phytophthora_capsici	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora capsici	Phytophthora parasitica	
462	Squash bug	https://en.wikipedia.org/wiki/Squash_bug	https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg				 010: table not supplied
463	Stem blight						 page not found 010: table not supplied
464	Stem borer						 page not found 010: table not supplied
465	Stem end rot						 page not found 010: table not supplied
466	Stem rot	https://en.wikipedia.org/wiki/Stem_rot	https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg				 010: table not supplied
467	Stem spot	https://en.wikipedia.org/wiki/Diaporthe_arctii	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Diaporthales,Family:Diaporthaceae,Genus:Diaporthe	Diaporthe arctii	Clypeoporthe arctii,Diaporthe arctii,achilleae,Diaporthe discors,Diaporthe discrepans,Diaporthe inquilina,Diaporthe labiatae,Diaporthe rumicis,Phoma arctii,Phomopsis arctii,Sphaeria arctii,Sphaeria inquilina,Sphaeria labiatae	
468	Stemphylium leaf blight	https://en.wikipedia.org/wiki/Stemphylium_solani	https://upload.wikimedia.org/wikipedia/commons/a/a6/1234172-PPT.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Stemphylium	Stemphylium solani		 020: Synonym (taxonomy) row not found>
469	Sting nematode	https://en.wikipedia.org/wiki/Belonolaimus_longicaudatus	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Animalia,Phylum:Nematoda,Class:Secernentea,Order:Tylenchida,Family:Belonolaimidae,Genus:Belonolaimus	Belonolaimus longicaudatus		 020: Synonym (taxonomy) row not found>
470	Stink bug	https://en.wikipedia.org/wiki/Stink_bug	https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg				 010: table not supplied
471	Stored grain pests						 page not found 010: table not supplied
472	Strawberry leaf spot						 page not found 010: table not supplied
473	Stubby-root nematodes	https://en.wikipedia.org/wiki/Trichodorus	https://upload.wikimedia.org/wikipedia/commons/b/b9/Mermithid_from_Asian_Hornet_%28Vespa_velutina%29_-_Body.png	Domain:Eukaryota,Kingdom:Animalia,Phylum:Nematoda,Class:Enoplea,Order:Triplonchida,Family:Trichodoridae,Genus:TrichodorusCobb, 1913[1]		Dorylaimus primitivus	
474	Sugarcane borer	https://en.wikipedia.org/wiki/List_of_insect_pests_of_millets	None				 010: table not supplied
475	Sugarcane white grub						 page not found 010: table not supplied
476	Symphylids						 page not found 010: table not supplied
477	Termites						 page not found 010: table not supplied
478	Tip hoppers						 page not found 010: table not supplied
479	Tip rot	https://en.wikipedia.org/wiki/Viable_but_nonculturable	https://upload.wikimedia.org/wikipedia/commons/2/2b/Diagram_cell_nucleus_no_text.svg				 010: table not supplied
480	Tipborer						 page not found 010: table not supplied
481	Tobacco brown leaf spot	https://en.wikipedia.org/wiki/Alternaria	https://upload.wikimedia.org/wikipedia/commons/7/7b/Alternariosis_3.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:AlternariaNees			 020: Synonym (taxonomy) row not found>
482	Tobacco budworm	https://en.wikipedia.org/wiki/Helicoverpa_assulta	https://upload.wikimedia.org/wikipedia/commons/2/27/Chloridea_assulta.JPG	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Helicoverpa	Helicoverpa assulta	Chloridea assulta,Heliothis assulta,Helicoverpa separata,Helicoverpa temperata,Helicoverpa succinea,Helicoverpa afra	
483	Tomato Anthracnose						 caught ex: IndexError: list index out of range page not found 010: table not supplied
484	Tropical whiteweed						 page not found 010: table not supplied
485	Twig borer	https://en.wikipedia.org/wiki/Twig_borer	https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg				 010: table not supplied
486	Twigcutter						 page not found 010: table not supplied
487	Twister disease	https://en.wikipedia.org/wiki/Glomerella_cingulata	https://upload.wikimedia.org/wikipedia/commons/5/5d/Bitter_rot.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Glomerella cingulata	Colletotrichum gloeosporioides,Glomerella rufomaculans-vaccinii	
488	Umbel blight	https://en.wikipedia.org/wiki/Glomerella_cingulata	https://upload.wikimedia.org/wikipedia/commons/5/5d/Bitter_rot.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Glomerella cingulata	Colletotrichum gloeosporioides,Glomerella rufomaculans-vaccinii	
489	Variable flatsedge	https://en.wikipedia.org/wiki/Cyperus_difformis	https://upload.wikimedia.org/wikipedia/commons/1/14/Cyperus_difformisDistW.png	:Kingdom:,Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Cyperaceae,Genus:Cyperus,:Occurrence data from GBIF	Cyperus difformis	Cyperus lateriflorus,Cyperus protractus,Cyperus viridis,Cyperus holoschoenoides,Cyperus subrotundus,Cyperus goeringii,Cyperus oryzetorum	
490	Violet root rot	https://en.wikipedia.org/wiki/Helicobasidium_purpureum	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Pucciniomycetes,Order:Helicobasidiales,Family:Helicobasidiaceae,Genus:Helicobasidium	Helicobasidium purpureum	Corticium sanguineum,lilacinum,Helicobasidium brebissonii,Hypochnus purpureus,Protonema brebissonii,Rhizoctonia asparagi,Rhizoctonia crocorum,Rhizoctonia medicaginis,Rhizoctonia rubiae,Rhizoctonia violacea,Sclerotium crocorum,Stypinella purpurea,Thanatophytum crocorum,Tuber parasiticum	
491	Volunteer rice						 page not found 010: table not supplied
492	Watery soft rot	https://en.wikipedia.org/wiki/List_of_carrot_diseases	https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg				 010: table not supplied
493	Web worm						 page not found 010: table not supplied
494	Weeds						 page not found 010: table not supplied
495	Weevils						 page not found 010: table not supplied
496	Wet bud rot						 page not found 010: table not supplied
497	Wheat	https://en.wikipedia.org/wiki/Wheat	https://upload.wikimedia.org/wikipedia/commons/2/23/CSIRO_ScienceImage_10772_Rustaffected_wheat_seedlings.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Pooideae,Genus:TriticumL.[1]			 020: Synonym (taxonomy) row not found>
498	White backed planthopper						 page not found 010: table not supplied
499	White fly						 page not found 010: table not supplied
500	White grub						 page not found 010: table not supplied
501	White leaf spot 						 page not found 010: table not supplied
502	White rust						 caught ex: DisambiguationError:
['Albugo candida', 'Albugo occidentalis', 'Wilsoniana bliti', 'Wet storage stain', 'Puccinia horiana'] 010: table not supplied							
503	White spot						 caught ex: DisambiguationError:
['Ichthyophthirius multifiliis', 'Cryptocaryon irritans', 'White spot syndrome', 'Aplocheilus panchax', 'Hadena albimacula', 'Hypagyrtis unipunctata', 'Great White Spot', 'Stachys sylvatica', 'White Spot of America'] 010: table not supplied							
504	White stem borer	https://en.wikipedia.org/wiki/Scirpophaga_innotata	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Subfamily:Schoenobiinae,Genus:Scirpophaga	Scirpophaga innotata	Tipanaea innotata,Scirpophaga sericea	
505	Wild rice	https://en.wikipedia.org/wiki/Wild_rice	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Oryzoideae,Genus:ZizaniaL.		Ceratochaete Lunell,Elymus Mitch.,Fartis Adans.,Hydropyrum Link,Melinum Link	
506	Yellow sigatoka						 page not found 010: table not supplied
